id,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
71912,The Witcher,3,24,en,5159,8.132,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",False,/foGkPxpw9h8zln81j63mix5B7m8.jpg,2019-12-20,2023-07-27,https://www.netflix.com/title/80189685,True,The Witcher,240.462,/cZ0d3rtvXPVvuiX22sP79K3Hmjz.jpg,Scripted,Returning Series,Destiny is a beast.,"Drama, Action & Adventure, Sci-Fi & Fantasy",Lauren Schmidt Hissrich,en,Netflix,US,English,"Sean Daniel Company, Platige Image, Hivemind, Little Schmidt Productions, Platige Films","Poland, United States of America",0
12637,Rebelde,3,441,es,5017,8.433,Six teenagers with different lives and personalities attend a prominent private school with only one thing in common: their vocation and passion for music.,False,/coHgKyLRwhbMktEWr6dwSYUg2BH.jpg,2004-10-04,2006-06-09,https://vix.com/es-es/detail/series-554,False,Rebelde,92.914,/kQHXg2BOiODkF4yVI75NcodMmAJ.jpg,Scripted,Ended,,"Comedy, Soap, Drama",Cris Morena,es,"Univision, Las Estrellas",MX,Español,Televisa,Mexico,42
63247,Westworld,4,36,en,4948,8.075,"A dark odyssey about the dawn of artificial consciousness and the evolution of sin. Set at the intersection of the near future and the reimagined past, it explores a world in which every human appetite, no matter how noble or depraved, can be indulged.",False,/rX5hvSRB2k4YoIvRg6Zky52rWk0.jpg,2016-10-02,2022-08-14,http://www.hbo.com/westworld,False,Westworld,66.988,/8MfgyFHf7XEboZJPZXCIDqqiz6e.jpg,Scripted,Canceled,These violent delights have violent ends.,"Sci-Fi & Fantasy, Western","Jonathan Nolan, Lisa Joy",en,HBO,US,English,"Warner Bros. Television, Jerry Weintraub Productions, Bad Robot, Kilter Films",United States of America,60
82883,The Act,1,8,en,4899,7.57,"A seasonal anthology series that tells startling, stranger-than-fiction true crime stories with the first season following Gypsy Blanchard, a girl trying to escape the toxic relationship she has with her overprotective mother.",False,/1yhQGQH7pfKdIY2xJSYNdp8ReD6.jpg,2019-03-20,2019-05-01,https://www.hulu.com/the-act,False,The Act,20.258,/vb1sQLC2MqfCPOFqHd8SyVsyDVB.jpg,Scripted,Ended,Seeing is deceiving.,"Drama, Crime","Nick Antosca, Michelle Dean",en,Hulu,US,English,"UCP, Eat the Cat",United States of America,53
19885,Sherlock,4,12,en,4716,8.537,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,False,/y5NFQD2yTGoPLy1KdlBcAwuecqW.jpg,2010-07-25,2017-01-15,http://www.bbc.co.uk/programmes/b018ttws,False,Sherlock,71.224,/7WTsnHkbA0FaG6R9twfFde0I9hl.jpg,Scripted,Ended,A new sleuth for the 21st century.,"Crime, Drama, Mystery","Mark Gatiss, Steven Moffat",en,BBC One,GB,English,"Hartswood Films, BBC Wales, Masterpiece","United Kingdom, United States of America",90
62104,The Seven Deadly Sins,4,96,ja,4710,8.462,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",False,/n5Ty1KJIRNCXlDHDjcPpUgp57tr.jpg,2014-10-05,2021-06-23,http://www.7-taizai.net,False,七つの大罪,10.059,/gxTojpKEOtue85EEFlozwRbDXwJ.jpg,Scripted,Ended,,"Action & Adventure, Animation, Sci-Fi & Fantasy",,ja,"tv asahi, MBS, TV Tokyo, TBS, CBC, TV Aichi, TVQ, TV Osaka, Tulip Television, TVh, SBC, TSC, BSN, tys, Nagasaki Broadcasting Company, HBC, RKK Kumamoto Broadcasting, i-Television, SBS TV, IBC Iwate Broadcasting, Broadcasting System of San-in, Hokuriku Broadcasting, Oita Broadcasting System, TV-U Fukushima, RSK, TV-U Yamagata, Tohoku Broadcasting, RKB, TV Kochi Broadcasting, Ryukyu Broadcasting, TV Yamanashi, RCC, MRT Miyazaki Broadcasting, ATV, MBC South Japan Broadcasting",JP,日本語,"A-1 Pictures, Studio Deen",Japan,24
62715,Dragon Ball Super,1,131,ja,4646,8.208,"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",False,/yJAOi2n0VYBEXdPI1NXv5FiOcBX.jpg,2015-07-05,2018-03-25,http://www.toei-anim.co.jp/tv/dragon_s,False,ドラゴンボール超（スーパー）,78.741,/qEUrbXJ2qt4Rg84Btlx4STOhgte.jpg,Scripted,Ended,,"Animation, Action & Adventure, Sci-Fi & Fantasy",,ja,Fuji TV,JP,日本語,"Toei Company, Toei Animation, Fuji Television Network, Fizz Sound Creation",Japan,24
62286,Fear the Walking Dead,8,113,en,4591,7.693,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",False,/5s0VnyIk2nArAhVnIGVYQiElmea.jpg,2015-08-23,2023-06-18,http://www.amc.com/shows/fear-the-walking-dead--1002242,True,Fear the Walking Dead,282.366,/l7N9aS6VyYvjelKoCB2eZge0Qky.jpg,Scripted,Returning Series,Every decision is life or death.,"Action & Adventure, Drama","Dave Erickson, Robert Kirkman","en, es",AMC,US,"English, Español","Valhalla Motion Pictures, AMC Studios, Circle of Confusion, Idiotbox, Skybound Entertainment",United States of America,0
2288,Prison Break,5,88,en,4508,8.094,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",False,/7w165QdHmJuTHSQwEyJDBDpuDT7.jpg,2005-08-29,2017-05-30,http://www.fox.com/prisonbreak,False,Prison Break,213.262,/z885tJn5kkUHppjIK1g2Q54iTff.jpg,Scripted,Ended,Break in. Break out. Save your brother's life.,"Action & Adventure, Crime, Drama",Paul Scheuring,en,FOX,US,English,"Prison Break Productions, Adelstein-Parouse Productions, Original Television, 20th Century Fox Television",,45
65930,My Hero Academia,7,138,ja,4496,8.673,"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won't stop him from enrolling in a prestigious hero academy. Now, he'll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",False,/jsXKG9uppnPrhqFNhImllyCfLhl.jpg,2016-04-03,2023-03-25,http://www.heroaca.com/,True,僕のヒーローアカデミア,31.82,/ivOLM47yJt90P19RH1NvJrAJz9F.jpg,Scripted,Returning Series,,"Action & Adventure, Animation",,ja,"Nippon TV, MBS, TBS, YTV",JP,日本語,"BONES, Shueisha, movic, dentsu, Yomiuri Telecasting Corporation, Sony Music Entertainment (Japan), TOHO",Japan,24
37680,Suits,9,134,en,4470,8.208,"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",False,/or0E36KfzJYZwqXeiCfm1JgepKF.jpg,2011-06-23,2019-09-25,http://www.usanetwork.com/suits,False,Suits,745.23,/vQiryp6LioFxQThywxbC6TuoDjy.jpg,Scripted,Ended,Two lawyers. One degree.,Drama,Aaron Korsh,en,USA Network,US,English,"Dutch Oven, Hypnotic, UCP",United States of America,42
70785,Anne with an E,3,27,en,4383,8.696,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890’s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.",False,/70YdbMELM4b8x8VXjlubymb2bQ0.jpg,2017-03-19,2019-11-24,http://www.cbc.ca/anne/,False,Anne with an E,64.727,/6P6tXhjT5tK3qOXzxF9OMLlG7iz.jpg,Scripted,Canceled,Welcome back to Green Gables.,"Drama, Family",Moira Walley-Beckett,en,CBC Television,CA,English,"Northwood Entertainment, Northwood Pictures",Canada,47
42009,Black Mirror,6,26,en,4382,8.306,"Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",False,/wZMY9X8jtSS5GXFue2lvhgaJkii.jpg,2011-12-04,2023-06-15,https://www.netflix.com/title/70264888,True,Black Mirror,211.893,/5UaYsGZOFhjFDwQh6GuLjjA1WlF.jpg,Scripted,Returning Series,The future is bright.,"Sci-Fi & Fantasy, Drama, Mystery",Charlie Brooker,en,"Channel 4, Netflix",GB,English,"House of Tomorrow, Zeppotron",United Kingdom,0
1100,How I Met Your Mother,9,208,en,4376,8.158,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,False,/5BMwFwNzSidVYArn561acqtktxv.jpg,2005-09-19,2014-03-31,,False,How I Met Your Mother,319.144,/b34jPzmB0wZy7EjUZoleXOl2RRI.jpg,Scripted,Ended,A love story in reverse.,Comedy,"Carter Bays, Craig Thomas",en,CBS,US,English,"Carter Bays, 20th Century Fox Television",United States of America,22
60059,Better Call Saul,6,63,en,4354,8.645,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",False,/hPea3Qy5Gd6z4kJLUruBbwAH8Rm.jpg,2015-02-08,2022-08-15,https://www.amc.com/shows/better-call-saul--1002228,False,Better Call Saul,104.469,/fC2HDm5t0kHl7mTm7jxMR31b7by.jpg,Scripted,Ended,Putting the “criminal” in “criminal lawyer.”,"Crime, Drama","Peter Gould, Vince Gilligan","en, de, es",AMC,US,"English, Deutsch, Español","Sony Pictures Television Studios, AMC Studios, High Bridge Productions, Gran Via Productions",United States of America,0
65334,Miraculous: Tales of Ladybug & Cat Noir,6,129,fr,4197,8.043,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",False,/ogMd4e3A0uSNwZADzgC23zCByoi.jpg,2015-10-19,2023-05-14,http://www.miraculousladybug.com,True,"Miraculous, les aventures de Ladybug et Chat Noir",358.394,/psDcRgUX38cIeGeADwLRPyO7SYC.jpg,Scripted,Returning Series,Time to de-evilize!,"Action & Adventure, Animation, Kids",Thomas Astruc,fr,TF1,FR,Français,"Method Animation, Toei Animation, SAMG Animation, Zagtoon","France, Japan, South Korea",24
105214,Dark Desire,2,33,es,4181,7.3,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.",False,/9CBdzw7CK2m6WpfEfqe73V8i5O0.jpg,2020-07-15,2022-02-02,https://www.netflix.com/title/81090319,False,Oscuro deseo,90.553,/uxFNAo2A6ZRcgNASLk02hJUbybn.jpg,Scripted,Ended,,"Mystery, Drama",Leticia López Margalli,es,Netflix,MX,Español,,Mexico,35
62560,Mr. Robot,4,45,en,4119,8.242,"A contemporary and culturally resonant drama about a young programmer, Elliot, who suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot will find himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America.",False,/uJUe985oIuRiD3hmHQYskIMc2WU.jpg,2015-06-24,2019-12-22,https://www.usanetwork.com/mr-robot,False,Mr. Robot,61.986,/oKIBhzZzDX07SoE2bOLhq2EE8rf.jpg,Scripted,Ended,Control is an illusion.,"Crime, Drama",Sam Esmail,en,USA Network,US,English,"Anonymous Content, UCP, Esmail Corp",United States of America,43
12971,Dragon Ball Z,9,291,ja,4070,8.3,"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",False,/urj6noDW3OlROu34oy6BCmiQEWQ.jpg,1989-04-26,1996-01-31,http://www.dragonballz.com,False,ドラゴンボールゼット,178.45,/dBsDWUcdfbuZwglgyeeQ9ChRoS4.jpg,Scripted,Ended,,"Animation, Sci-Fi & Fantasy, Action & Adventure",Akira Toriyama,ja,Fuji TV,JP,日本語,"Fuji Television Network, Mini Art, Toei Animation, Fizz Sound Creation",Japan,26
100088,The Last of Us,1,9,en,4065,8.658,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",False,/uDgy6hyPd82kOHh6I95FLtLnj6p.jpg,2023-01-15,2023-03-12,https://www.hbo.com/the-last-of-us,True,The Last of Us,145.629,/uKvVjHNqB5VmOrdxqAt2F7J78ED.jpg,Scripted,Returning Series,"When you're lost in the darkness, look for the light.",Drama,"Craig Mazin, Neil Druckmann",en,HBO,US,English,"PlayStation Productions, Sony Pictures Television Studios, Naughty Dog, Word Games, The Mighty Mint, HBO",United States of America,0
37854,One Piece,21,1080,ja,4052,8.725,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates.

Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way.

Luffy will do anything to get the One Piece and become King of the Pirates!",False,/a6ptrTUH1c5OdWanjyYtAkOuYD0.jpg,1999-10-20,2023-10-01,http://www.toei-anim.co.jp/tv/onep,True,ワンピース,114.21,/fcXdJlbSdUEeMSJFsXKsznGwwok.jpg,Scripted,Returning Series,Set sail for One Piece!,"Action & Adventure, Comedy, Animation",,ja,Fuji TV,JP,日本語,"Toei Animation, Fuji Television Network, Avex Trax, Shueisha, Asatsu-DK",Japan,24
61889,Marvel's Daredevil,3,39,en,4046,8.172,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,False,/2PrYnQR8YPei5vCVRwJXnwMqMyR.jpg,2015-04-10,2018-10-19,https://www.disneyplus.com/series/daredevil/5jKSWL7ZMg50,False,Marvel's Daredevil,53.036,/p7oImOiZAUF4DCreZuE11hWJRyA.jpg,Scripted,Canceled,Do not fear the dark. Become it.,"Crime, Drama, Action & Adventure",Drew Goddard,en,Netflix,US,English,"ABC Studios, DeKnight Productions, Goddard Textiles, Marvel Television",United States of America,52
62688,Supergirl,6,126,en,3974,7.334,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",False,/jgb9xICHFX8wTGQ75js4uNbttQs.jpg,2015-10-26,2021-11-09,http://cwtv.com/shows/supergirl,False,Supergirl,143.229,/vqBsgL9nd2v04ZvCqPzwtckDdFD.jpg,Scripted,Ended,Better. Stronger. Together.,"Drama, Sci-Fi & Fantasy, Action & Adventure","Greg Berlanti, Ali Adler, Andrew Kreisberg",en,"CBS, The CW",US,English,"DC Entertainment, Berlanti Productions, Warner Bros. Television",United States of America,42
